"","Keywords","Female.North","Female.Middle","Female.South","Female.East","Male.East","Male.North","Male.Middle","Male.South"
"419","大道",0.000380000253597573,0.00215455955042105,0.000335948480565298,0,0,0.000219177436166731,0.000950900647397025,0.000451134897765924
"420","大東",0.000398018391227337,0,0.00140751141615261,0,0,0,0.00149398299992245,0.000472525964220695
"421","大豆",0.000597027586841005,0.000376120067440027,0.000351877854038153,0,0,0,0.00199197733322994,0
"422","大發",0.000291076720898652,0.000366749538237933,0.000171555643604718,0,0,0.00044770110062048,0.00194234987809843,0
"423","大飯店",0.000643230901431814,0,0.000189554648927077,0,0,0,0,0
"424","大方",0.000970255736328842,0.000916873845594834,0.000514666930814154,0,0,0.00022385055031024,0.000485587469524607,0
"425","大風",0.00075043605167045,0.000202613794871821,0,0,0,0,0,0
"426","大福",0.0021456129346645,0.00141047986415721,0.00181440827611213,0,0.00325897738049908,0.000860905497823057,0.000466879489025537,0.00177200956694775
"427","大哥",0.000388102294531537,0.000916873845594834,0,0,0,0.0011192527515512,0.000485587469524607,0.000921507221685303
"428","大罐",0.000497522989034171,0.000376120067440027,0.000351877854038153,0,0,0,0.000497994333307485,0
"429","大鍋",0.00057000038039636,0.000897733146008771,0.00100784544169589,0,0,0.00197259692550058,0.000950900647397025,0.000902269795531847
"430","大海",0.000102700615831195,0,0.000181589962190649,0,0,0.000947774427307145,0,0
"431","大盒",0.000291076720898652,0.000733499076475867,0.000514666930814154,0,0,0.00044770110062048,0,0.000460753610842652
"432","大湖",0.000597027586841005,0.000376120067440027,0.000351877854038153,0,0,0.000229569979784275,0,0
"433","大姐",0.000298513793420503,0.000188060033720014,0,0,0,0.000459139959568551,0,0.00141757789266209
"434","大卡",0.00126133245722749,0.0011002486147138,0.000686222574418872,0,0,0.00044770110062048,0,0.00138226083252795
"435","大坑",0.000643230901431814,0,0,0,0,0,0,0.000509094233859177
"436","大口",0.000550824272250197,0.000173506272568206,0.000324646410222152,0.00269632136874589,0.00320715258427237,0.00063541142737266,0.000918910188657223,0.000435957694582214
"437","大塊",0.00165247281675059,0.00156155645311386,0.00162323205111076,0.00269632136874589,0.00641430516854474,0.0021180380912422,0.00229727547164306,0.000435957694582214
"438","大老遠",0.000308101847493584,0.000388200780707123,0,0,0,0.000236943606826786,0,0
"439","大理石",0.000398018391227337,0.00150448026976011,0.000351877854038153,0,0,0.0018365598382742,0,0
"440","大力",0.000918040453750328,0.000347012545136413,0.000811616025555381,0.00269632136874589,0.00320715258427237,0.00042360761824844,0.000459455094328611,0.000871915389164427
"441","大量",0.00130602526457839,0.00176309983019651,0.00131956965535428,0.00273989157684333,0,0.0030131692423807,0.00513567437928091,0.00177200956694775
"442","大林",0.000102700615831195,0,0.0010895397731439,0,0,0,0,0.000975406334808811
"443","大樓",0.000298513793420503,0.000752240134880055,0.000703755708076306,0,0,0,0.000497994333307485,0
"444","大陸妹",0.000205401231662389,0.000582301171060684,0,0,0,0.000473887213653572,0,0
"445","大略",0.000616203694987168,0,0.000181589962190649,0,0,0,0.000513989562677386,0
"446","大馬路",0.000199009195613668,0.000376120067440027,0.000351877854038153,0,0,0.000229569979784275,0,0
"447","大麥",0.000107205150238636,0,0,0,0,0.00173135305311032,0,0
"448","大門",0.000513503079155974,0.000388200780707123,0.000363179924381298,0,0,0,0,0
"449","大腦",9.95045978068342e-05,0.000564180101160041,0,0,0.0034761695598434,0,0,0.00236262982110348
"450","大盤",0.000275412136125098,0.000173506272568206,0.000162323205111076,0.00134816068437295,0.00320715258427237,0.00084721523649688,0.000918910188657223,0.00130787308374664
"451","大片",0.000873230162695957,0.000733499076475867,0.00120088950523303,0,0,0,0.00194234987809843,0.000460753610842652
"452","大熱天",0.000291076720898652,0.000183374769118967,0,0.00142483986643753,0,0.00022385055031024,0,0.000460753610842652
"453","大人",0.0034516381992429,0.00229202977925547,0.00461849379373998,0.00410983736526499,0,0.00107613187227882,0.00280127693415322,0.00132900717521081
"454","大潤發",0.000932875188984567,0.000881549915098257,0.00065978482767714,0.00410983736526499,0,0.00129135824673459,0.00140063846707661,0.00177200956694775
"455","大神",0.00139931278347685,0.00141047986415721,0.00230924689686999,0.00136994578842166,0,0.00322839561683646,0.00326815642317876,0.00265801435042162
"456","大師",0.00158588782127376,0.00141047986415721,0.000824731034596424,0,0.00325897738049908,0.00107613187227882,0.000466879489025537,0.000886004783473875
"457","大食",0.000298513793420503,0.000564180101160041,0.00105563356211446,0.00146124483000179,0,0,0,0
"458","大叔",0.000665000443795753,0.000359093258403508,0.00235163936395708,0,0,0.000219177436166731,0.00142635097109554,0.000451134897765924
"459","大順",9.70255736328842e-05,0.000183374769118967,0.000857778218023589,0,0,0.00067155165093072,0,0.000460753610842652
"460","大蒜",0.00149260030237531,0.00123416988113756,0.00148451586227356,0,0.00651795476099816,0.0030131692423807,0.000933758978051074,0.00310101674215856
"461","大台北",0.000796036782454674,0.000188060033720014,0,0.00146124483000179,0,0.000918279919137102,0,0
"462","大同路",0.000199009195613668,0.000188060033720014,0.000175938927019077,0,0,0,0,0.000945051928441391
"463","大同區",0.000308101847493584,0,0,0,0,0.000473887213653572,0,0.000487703167404405
"464","大腿",0.000398018391227337,0,0.000175938927019077,0,0,0.000229569979784275,0.000497994333307485,0
"465","大王",0.00028500019019818,0.000359093258403508,0.000167974240282649,0,0,0.000219177436166731,0.000950900647397025,0.000451134897765924
"466","大溪",0.000298513793420503,0.000564180101160041,0,0.00146124483000179,0,0.000688709939352826,0,0
"467","大學畢業",0.000298513793420503,0.000940300168600069,0.000175938927019077,0,0,0,0,0.000945051928441391
"468","大學生",0.00330494563350118,0.00190856899825027,0.00129858564088861,0.00269632136874589,0.00320715258427237,0.00381246856423596,0.00183782037731445,0.00348766155665771
"469","大雨",0.000918040453750328,0.00104103763540924,0.000811616025555381,0.00134816068437295,0.00320715258427237,0.00063541142737266,0.00229727547164306,0.00217978847291107
"470","大雜燴",0.000298513793420503,0.000376120067440027,0.000175938927019077,0,0,0.000688709939352826,0,0
"471","大戰",9.95045978068342e-05,0.000376120067440027,0,0,0,0.000459139959568551,0,0.000472525964220695
"472","代言",0.000388102294531537,0.000183374769118967,0.000686222574418872,0.00284967973287506,0,0.00089540220124096,0,0
"473","待會",0.000205401231662389,0,0,0.00301635798202334,0,0,0.00102797912535477,0
"474","帶回家",0.00164943475175903,0.00146699815295173,0.000686222574418872,0,0,0.00134310330186144,0.000971174939049215,0
"475","帶回去",0.000199009195613668,0.000188060033720014,0,0,0,0.000459139959568551,0,0.000472525964220695
"476","帶我去",0.00195903789686759,0.00193940981321617,0.00197935448303142,0,0.00325897738049908,0.00172181099564611,0.000466879489025537,0.00265801435042162
"477","袋裝",0.000388102294531537,0,0.000514666930814154,0,0,0.00044770110062048,0.000485587469524607,0.000460753610842652
"478","袋子",0.0014250009509909,0.000897733146008771,0.00117581968197854,0,0,0.000876709744666922,0.000475450323698513,0.00225567448882962
"479","丹",0.000485127868164421,0.000916873845594834,0.000171555643604718,0,0,0.00201465495279216,0.000971174939049215,0
"480","丹丹",0.00192788495287569,0.000347012545136413,0.00275949448688829,0.00134816068437295,0.00320715258427237,0.0021180380912422,0.00229727547164306,0.0030517038620755
"481","丹麥",0.000194051147265768,0.000183374769118967,0.000343111287209436,0,0,0.00179080440248192,0.000485587469524607,0
"482","單",0.00149260030237531,0.000881549915098257,0.000824731034596424,0.00273989157684333,0,0.00107613187227882,0.00186751795610215,0.000443002391736937
"483","單調",0.000746300151187654,0.000352619966039303,0.00065978482767714,0.00136994578842166,0,0.00129135824673459,0.000933758978051074,0.000886004783473875
"484","單價",0.00104500069739333,0.00107727977521052,0.000335948480565298,0.00139509484538283,0,0.000219177436166731,0.000950900647397025,0
"485","單片",9.95045978068342e-05,0.000564180101160041,0,0,0,0.000229569979784275,0,0.000472525964220695
"486","單人",0.000380000253597573,0.000897733146008771,0.000503922720847947,0,0,0.000657532308500192,0.00142635097109554,0.000451134897765924
"487","單身",0.000459020226875164,0.000867531362841032,0.000324646410222152,0.00134816068437295,0.00641430516854474,0.0021180380912422,0.00183782037731445,0.000871915389164427
"488","單位",9.18040453750328e-05,0.000347012545136413,0.000324646410222152,0.00134816068437295,0.00320715258427237,0.00042360761824844,0.000918910188657223,0.000871915389164427
"489","單子",0.000582153441797305,0,0,0,0.00338956543740546,0.00022385055031024,0.000485587469524607,0.000460753610842652
"490","淡菜",9.70255736328842e-05,0.000183374769118967,0.000343111287209436,0,0,0.00044770110062048,0,0.000460753610842652
"491","淡江",0.000497522989034171,0.000188060033720014,0,0,0.0034761695598434,0.000918279919137102,0,0
"492","蛋白粉",0.000205401231662389,0.000582301171060684,0,0,0,0,0,0.000975406334808811
"493","蛋白質",0.00121273774567994,0.000881549915098257,0.00115462344843499,0.00136994578842166,0,0.000430452748911528,0.000933758978051074,0.000443002391736937
"494","蛋包",0.000410802463324779,0,0.000181589962190649,0,0,0.00118471803413393,0,0
"495","蛋包飯",0.00256500171178362,0.000359093258403508,0.00117581968197854,0,0,0.00175341948933384,0.00332815226588959,0.00225567448882962
"496","蛋炒飯",0.00085500057059454,0.000538639887605262,0.00184771664310914,0.00139509484538283,0,0.00109588718083365,0.000475450323698513,0
"497","蛋蛋",0.00129355977148885,0.00112836020232008,0.00175938927019077,0,0,0,0.00099598866661497,0
"498","蛋花",0.000398018391227337,0.000564180101160041,0.000351877854038153,0,0,0.00160698985848993,0,0
"499","蛋花湯",0.00057000038039636,0.000538639887605262,0.00100784544169589,0,0,0.000219177436166731,0.00142635097109554,0.000902269795531847
"500","蛋黃醬",9.70255736328842e-05,0,0.000171555643604718,0,0,0.00067155165093072,0.000485587469524607,0.000460753610842652
"501","蛋殼",0.000373150075593827,0.000352619966039303,0.00032989241383857,0,0.00325897738049908,0.000430452748911528,0.000466879489025537,0.000443002391736937
"502","蛋液",0.00102616270788302,0.000881549915098257,0.00065978482767714,0.00136994578842166,0,0.00215226374455764,0.00233439744512768,0.00177200956694775
"503","彈性",0.000380000253597573,0.000179546629201754,0.000671896961130595,0.00279018969076565,0,0.00109588718083365,0.000950900647397025,0
"504","當兵",0.000653012632289197,0.000352619966039303,0.000164946206919285,0.00273989157684333,0,0.00193703737010188,0.00140063846707661,0.000886004783473875
"505","當地人",0.000475000316996966,0.00125682640441228,0.000335948480565298,0,0,0.00131506461700038,0.000475450323698513,0.000451134897765924
"506","當家",0.00027986255669537,0.000176309983019651,0.00032989241383857,0.00273989157684333,0,0.00193703737010188,0.000933758978051074,0.00132900717521081
"507","當家的",0.000199009195613668,0,0.000175938927019077,0,0,0.000229569979784275,0,0.000945051928441391
"508","檔",9.95045978068342e-05,0.000376120067440027,0,0,0,0.000459139959568551,0.000497994333307485,0
"509","檔期",0.000298513793420503,0.000188060033720014,0.000703755708076306,0,0,0.000459139959568551,0,0
"510","刀",0.00121273774567994,0.000528929949058954,0.000494838620757855,0.00273989157684333,0.00325897738049908,0,0.000466879489025537,0.000886004783473875
"511","刀工",0.000194051147265768,0.000183374769118967,0.000171555643604718,0,0,0.00044770110062048,0.000485587469524607,0
"512","刀子",0.000475000316996966,0.000718186516807016,0.000167974240282649,0.00139509484538283,0,0,0.00142635097109554,0.000451134897765924
"513","島",0.000291076720898652,0.000366749538237933,0.000686222574418872,0,0,0.00022385055031024,0,0.000460753610842652
"514","倒數",9.70255736328842e-05,0.000366749538237933,0.000514666930814154,0.00142483986643753,0,0.00022385055031024,0,0
"515","道具",0.000186575037796913,0.000176309983019651,0.000164946206919285,0.00136994578842166,0,0.000860905497823057,0.000466879489025537,0.000443002391736937
"516","道理",0.000398018391227337,0.000376120067440027,0,0,0,0.000459139959568551,0.000497994333307485,0
"517","德",9.70255736328842e-05,0.000366749538237933,0.000171555643604718,0,0,0.00067155165093072,0,0.000460753610842652
"518","地板",0.000291076720898652,0,0.000514666930814154,0.00142483986643753,0,0.00022385055031024,0,0.000460753610842652
"519","地標",0.000513503079155974,0.000776401561414246,0.000181589962190649,0,0,0,0,0
"520","地表",9.70255736328842e-05,0.000366749538237933,0,0,0.00338956543740546,0.00044770110062048,0.000971174939049215,0
"521","地步",0.000194051147265768,0.000183374769118967,0.000343111287209436,0,0,0.00022385055031024,0.000485587469524607,0
"522","地帶",0.000308101847493584,0.000388200780707123,0,0,0,0.000473887213653572,0,0
"523","地點",0.00495741845025177,0.00555220072218261,0.00633060499933197,0.00539264273749179,0.00320715258427237,0.0063541142737266,0.00367564075462889,0.0100270269753909
"524","地瓜",0.016708336258256,0.0253319157949581,0.0146090884599969,0.0202224102655942,0.0160357629213618,0.0103783866470868,0.0192971139618017,0.0104629846699731
"525","地雷",0.00085500057059454,0.00125682640441228,0.00117581968197854,0,0,0.00131506461700038,0.000950900647397025,0.00315794428436146
"526","地理位置",0.000428820600954543,0.000405227589743642,0,0,0,0,0,0
"527","地球",9.95045978068342e-05,0.000188060033720014,0,0,0,0.000459139959568551,0,0.000945051928441391
"528","地鐵",0.000428820600954543,0,0.000379109297854154,0,0,0,0,0
"529","地位",9.95045978068342e-05,0.000188060033720014,0,0.00146124483000179,0,0.000918279919137102,0,0
"530","地下街",0.000513503079155974,0,0.000181589962190649,0,0,0.000473887213653572,0,0
"531","地獄",0.00111945022678148,0.00105785989811791,0.000164946206919285,0.00273989157684333,0,0.000860905497823057,0.000933758978051074,0.000443002391736937
"532","地震",9.95045978068342e-05,0.000376120067440027,0.000351877854038153,0,0,0,0.000497994333307485,0
"533","地中海",0.000475000316996966,0.000359093258403508,0.000167974240282649,0.00139509484538283,0,0.000438354872333461,0,0.00135340469329777
"534","登場",0.000665000443795753,0.00143637303361403,0.000671896961130595,0.00279018969076565,0,0.000876709744666922,0.000950900647397025,0
"535","燈",0.000388102294531537,0.000733499076475867,0.000686222574418872,0,0,0.00067155165093072,0,0.00138226083252795
"536","燈光",0.00152000101439029,0.00179546629201754,0.00167974240282649,0,0,0.000876709744666922,0.00142635097109554,0.000451134897765924
"537","燈泡",0.000398018391227337,0.000188060033720014,0,0,0,0.000229569979784275,0.000497994333307485,0
"538","等候",0.000873230162695957,0.000733499076475867,0.000343111287209436,0,0,0.0011192527515512,0.000485587469524607,0
"539","低熱量",0.000475000316996966,0.000179546629201754,0.000167974240282649,0,0,0.000657532308500192,0.000950900647397025,0.000451134897765924
"540","低糖",0.000205401231662389,0.000388200780707123,0.000363179924381298,0,0,0,0,0
"541","迪克",0.000194051147265768,0,0.000171555643604718,0,0.00677913087481092,0.00067155165093072,0,0.000460753610842652
"542","迪士尼",0.000497522989034171,0.000376120067440027,0.000703755708076306,0.00146124483000179,0,0,0,0
"543","底層",0.00133000088759151,0.00125682640441228,0.000671896961130595,0.00139509484538283,0,0.000438354872333461,0,0.00225567448882962
"544","底座",0.000398018391227337,0.000564180101160041,0.000175938927019077,0,0,0.000229569979784275,0,0
"545","抵擋不住",0.000199009195613668,0,0.000351877854038153,0,0.0069523391196868,0,0.000497994333307485,0
"546","抵抗力",0.000308101847493584,0,0,0,0,0.000473887213653572,0,0.000487703167404405
"547","弟弟",0.0021456129346645,0.00211571979623582,0.00313397793146641,0.00273989157684333,0,0.000215226374455764,0.000933758978051074,0.00265801435042162
"548","弟妹",0.000513503079155974,0.000582301171060684,0,0,0,0.000236943606826786,0,0
"549","帝王",0.000679179015430189,0.000733499076475867,0.000343111287209436,0,0,0.0011192527515512,0.000971174939049215,0
"550","第一波",0.000298513793420503,0.000188060033720014,0.000351877854038153,0,0,0.000229569979784275,0,0
"551","點菜",0.000665000443795753,0.000359093258403508,0.000839871201413244,0,0,0.00131506461700038,0.000475450323698513,0.00180453959106369
"552","點點",0.00209000139478665,0.00305229269642982,0.00218366512367443,0,0,0.00109588718083365,0.000475450323698513,0.00180453959106369
"553","點數",0.000760000507195146,0.000718186516807016,0.000503922720847947,0,0,0.00109588718083365,0.000475450323698513,0.000902269795531847
"554","點湯",0.000308101847493584,0,0.000544769886571948,0,0,0,0.000513989562677386,0
"555","店老闆",0.000388102294531537,0.000366749538237933,0,0.00142483986643753,0,0.00044770110062048,0,0.00138226083252795
"556","店門",0.000388102294531537,0.000366749538237933,0.000686222574418872,0,0,0.00022385055031024,0.000485587469524607,0
"557","店門口",0.00155240917812615,0.0016503729220707,0.00171555643604718,0,0,0.00246235605341264,0,0.000921507221685303
"558","店鋪",0.000475000316996966,0.000179546629201754,0.000167974240282649,0,0,0.000219177436166731,0.000950900647397025,0.000902269795531847
"559","店長",0.00237500158498483,0.000897733146008771,0.000671896961130595,0,0,0.000657532308500192,0.00190180129479405,0.000902269795531847
"560","店址",0.000291076720898652,0.000366749538237933,0.000171555643604718,0,0.00338956543740546,0.00022385055031024,0,0
"561","店主",0.000388102294531537,0.000183374769118967,0.000343111287209436,0,0,0.00022385055031024,0,0.000921507221685303
"562","電動",0.000932875188984567,0.00158678984717686,0.00164946206919285,0.00136994578842166,0,0.00150658462119035,0.000933758978051074,0.000886004783473875
"563","電費",0.000497522989034171,0.000188060033720014,0.000703755708076306,0,0,0,0,0.000472525964220695
"564","電風扇",0.000190000126798787,0.000718186516807016,0.000167974240282649,0,0,0.000219177436166731,0.000475450323698513,0.000902269795531847
"565","電火鍋",0.00119405517368201,0.000940300168600069,0.00193532819720984,0,0,0.000459139959568551,0,0
"566","電腦",0.00149260030237531,0.00158678984717686,0.000494838620757855,0,0.00325897738049908,0.000430452748911528,0.000933758978051074,0.00177200956694775
"567","電器",0.000410802463324779,0,0.0010895397731439,0,0,0.000236943606826786,0,0
"568","電視",0.00149260030237531,0.00176309983019651,0.00065978482767714,0,0.00325897738049908,0.000860905497823057,0.00140063846707661,0.00221501195868469
"569","電梯",9.50000633993933e-05,0.000359093258403508,0.000167974240282649,0,0,0.000438354872333461,0.000475450323698513,0.000451134897765924
"570","電影",0.00298520060475061,0.00176309983019651,0.00230924689686999,0.00136994578842166,0,0.00430452748911528,0.00140063846707661,0.00221501195868469
"571","電影院",0.000475000316996966,0.000359093258403508,0.000167974240282649,0,0,0.00131506461700038,0.000475450323698513,0.000451134897765924
"572","電源",0.000410802463324779,0,0.000181589962190649,0,0,0,0,0.000487703167404405
"573","電子",0.00194051147265768,0.00201712246030863,0.0029164459412802,0,0,0.00067155165093072,0,0.00138226083252795
"574","電子秤",0.000298513793420503,0,0.000175938927019077,0.00146124483000179,0,0.000459139959568551,0,0
"575","澱粉",0.000746300151187654,0.00141047986415721,0.00148451586227356,0.00136994578842166,0,0.000860905497823057,0.00186751795610215,0.000886004783473875
"576","雕花",0.000536025751193178,0,0,0,0,0,0.000536533572286358,0
"577","鯛魚",0.00195903789686759,0.00246833976227512,0.0021443006899507,0.00273989157684333,0,0.000860905497823057,0.000933758978051074,0.00132900717521081
"578","調酒師",0.000199009195613668,0,0,0,0,0.00114784989892138,0.000497994333307485,0.000472525964220695
"579","調色",0.00028500019019818,0.000538639887605262,0.000671896961130595,0.00139509484538283,0,0.000876709744666922,0,0.000451134897765924
"580","爹",0.000410802463324779,0,0,0,0.00358782169264796,0.000236943606826786,0,0
"581","爹娘",0.000398018391227337,0.000376120067440027,0.00052781678105723,0,0,0,0,0.000472525964220695
"582","蝶",0.000466437594492284,0.00105785989811791,0.00065978482767714,0,0.00325897738049908,0.000645679123367293,0.000933758978051074,0.000886004783473875
"583","丁",0.00382478827483672,0.00458405955851094,0.0032989241383857,0.00410983736526499,0,0.00258271649346917,0.00560255386830644,0.00177200956694775
"584","頂級",0.000291076720898652,0.000366749538237933,0.000171555643604718,0,0,0.00044770110062048,0,0.000460753610842652
"585","定點",0.000497522989034171,0.000376120067440027,0.000703755708076306,0.00292248966000358,0,0,0,0
"586","定義",0.000291076720898652,0.000366749538237933,0.000171555643604718,0,0,0.00022385055031024,0,0.00138226083252795
"587","訂單",0.00149256896710251,0.000752240134880055,0.000351877854038153,0,0,0,0.000497994333307485,0
"588","冬菜",0.000321615450715907,0.000607841384615463,0,0,0,0,0,0
"589","冬粉",0.00190000126798787,0.00341138595483333,0.00319151056537033,0,0,0.00153424205316711,0.00142635097109554,0.000451134897765924
"590","冬瓜",0.000665000443795753,0.00143637303361403,0.00100784544169589,0,0,0.00219177436166731,0.00142635097109554,0.00451134897765923
"591","冬瓜茶",0.000388102294531537,0.000366749538237933,0.000857778218023589,0,0,0,0.000485587469524607,0.000460753610842652
"592","東北",0.000513503079155974,0.000194100390353561,0,0.00301635798202334,0,0,0,0
"593","東東",0.000679179015430189,0.0011002486147138,0.000514666930814154,0,0,0.00022385055031024,0,0.000460753610842652
"594","東港",0.000199009195613668,0.000564180101160041,0.00123157248913354,0,0,0,0,0.00141757789266209
"595","東海大學",9.95045978068342e-05,0.000376120067440027,0,0,0,0.000459139959568551,0.000497994333307485,0
"596","東華",9.95045978068342e-05,0,0,0.00146124483000179,0.0104285086795302,0.000459139959568551,0,0
"597","東路",0.000186575037796913,0.00193940981321617,0.000164946206919285,0.00136994578842166,0,0.000215226374455764,0.00186751795610215,0.00132900717521081
"598","東門",0.00133000088759151,0,0.000839871201413244,0.00279018969076565,0,0.000657532308500192,0.000475450323698513,0.000451134897765924
"599","東南亞",0.000466437594492284,0.000176309983019651,0.000494838620757855,0.00136994578842166,0.00651795476099816,0.000215226374455764,0,0.00221501195868469
"600","東區",0.00541067609611049,0.00246833976227512,0.00164946206919285,0.00273989157684333,0,0.00344362199129223,0.000933758978051074,0.00398702152563244
"601","東吳",0.000513503079155974,0,0.000363179924381298,0,0,0.000947774427307145,0,0
"602","東陽",0.00075043605167045,0,0,0,0,0.000247336150444331,0,0
"603","洞",0.00104500069739333,0.00161591966281579,0.000503922720847947,0,0,0.00153424205316711,0.00142635097109554,0.000902269795531847
"604","洞洞",0.000428820600954543,0,0.000568663946781231,0,0,0,0,0
"605","動動",0.00028500019019818,0.000359093258403508,0.000167974240282649,0,0,0.000219177436166731,0.000475450323698513,0.000451134897765924
"606","動動手",0.000679179015430189,0.00146699815295173,0.000343111287209436,0,0,0.00022385055031024,0.000485587469524607,0
"607","動畫",0.000388102294531537,0,0.000171555643604718,0,0,0.0011192527515512,0.00242793734762304,0.000460753610842652
"608","動力",0.0014250009509909,0.000538639887605262,0.00100784544169589,0,0.00331880471707693,0.000438354872333461,0,0.00135340469329777
"609","動漫",0.00028500019019818,0.000359093258403508,0.000335948480565298,0.00139509484538283,0,0.000438354872333461,0.000950900647397025,0
"610","動態",0.00130602526457839,0.00141047986415721,0.00065978482767714,0.00136994578842166,0,0.000645679123367293,0.000933758978051074,0.00132900717521081
"611","動物",0.00155240917812615,0.00128362338383277,0.000857778218023589,0,0,0.00246235605341264,0,0.00138226083252795
"612","動物性",0.000475000316996966,0.000718186516807016,0.000839871201413244,0.00279018969076565,0,0.00197259692550058,0.000475450323698513,0
"613","動物園",0.000102700615831195,0,0.000181589962190649,0,0,0.00142166164096072,0,0
"614","動作",0.00114000076079272,0.00107727977521052,0.000839871201413244,0,0,0.00131506461700038,0.000950900647397025,0.000451134897765924
"615","都還沒",0.00121273774567994,0.00123416988113756,0.000989677241515709,0.00136994578842166,0,0.00107613187227882,0.000933758978051074,0.00177200956694775
"616","都市",9.50000633993933e-05,0.000179546629201754,0.00117581968197854,0,0.00331880471707693,0.000219177436166731,0.000475450323698513,0
"617","都行",0.000291076720898652,0.000366749538237933,0.000514666930814154,0.00142483986643753,0,0.00067155165093072,0,0
"618","斗六",0.000475000316996966,0.0019750129212193,0.00100784544169589,0,0,0.000657532308500192,0.00285270194219108,0.000902269795531847
"619","豆瓣醬",0.000679179015430189,0.000733499076475867,0.000686222574418872,0,0,0.00067155165093072,0.00145676240857382,0
"620","豆豆",0.000291076720898652,0.0005501243073569,0.000514666930814154,0,0,0,0.000485587469524607,0.000460753610842652
"621","豆腐",0.00862958026525308,0.00867531362841032,0.0112003011526643,0.00269632136874589,0.00641430516854474,0.0084721523649688,0.00872964679224361,0.00915511158622648
"622","豆腐湯",0.000308101847493584,0.000388200780707123,0,0.00150817899101167,0,0,0,0
"623","豆花",0.00550824272250197,0.00520518817704619,0.00486969615333228,0.00134816068437295,0.00320715258427237,0.0031770571368633,0.008270191697915,0.0065393654187332
"624","豆漿",0.00339674967887621,0.00468466935934157,0.0040580801277769,0.0121334461593565,0.00320715258427237,0.00508329141898128,0.00689182641492917,0.00523149233498656
"625","豆奶",0.000190000126798787,0.000179546629201754,0.000503922720847947,0,0.00331880471707693,0.000219177436166731,0,0.00180453959106369
"626","豆乳",0.00027986255669537,0.000705239932078606,0.00032989241383857,0.00273989157684333,0,0.00150658462119035,0.000466879489025537,0.000443002391736937
"627","豆沙",0.000776204589063073,0.000916873845594834,0.00102933386162831,0,0,0.00044770110062048,0.000971174939049215,0
"628","豆芽",0.000199009195613668,0.000188060033720014,0,0,0,0.000688709939352826,0.00199197733322994,0
"629","豆芽菜",0.00100984449912536,0.000694025090272826,0.000973939230666457,0.00269632136874589,0.00641430516854474,0.00042360761824844,0.000459455094328611,0.000435957694582214
"630","豆子",0.000186575037796913,0.00105785989811791,0.000164946206919285,0,0.00325897738049908,0.000860905497823057,0.00140063846707661,0.000443002391736937
"631","鬥牛士",0.000308101847493584,0.000194100390353561,0.000544769886571948,0,0,0,0,0
"632","獨家",0.000291076720898652,0.000366749538237933,0.000171555643604718,0,0,0.00044770110062048,0.000971174939049215,0
"633","獨門",0.000308101847493584,0,0,0,0,0.000236943606826786,0,0.000975406334808811
"634","杜",0.000398018391227337,0.000188060033720014,0.000703755708076306,0,0,0.000229569979784275,0,0
"635","肚臍",0.000398018391227337,0.000376120067440027,0.000351877854038153,0,0,0.000229569979784275,0,0
"636","肚子",0.0061508710401272,0.00433765681420516,0.00633060499933197,0.0107852854749836,0.0128286103370895,0.00402427237336018,0.0041350958489575,0.00610340772415099
"637","段時間",0.00057000038039636,0.000359093258403508,0.000335948480565298,0.00139509484538283,0,0.000219177436166731,0,0.00135340469329777
"638","斷電",0.000308101847493584,0.000194100390353561,0.000363179924381298,0,0,0,0,0
"639","斷面",0.000410802463324779,0.000194100390353561,0.000363179924381298,0,0,0,0,0
"640","兌換券",0.000388102294531537,0.000366749538237933,0.000171555643604718,0,0,0.00089540220124096,0,0.000921507221685303
"641","隊",0.000643230901431814,0,0,0,0,0,0,0.00203637693543671
"642","隊伍",0.000199009195613668,0.000564180101160041,0.000703755708076306,0,0,0,0,0.000472525964220695
"643","對方",0.00114000076079272,0.000359093258403508,0.00167974240282649,0.00139509484538283,0,0.000876709744666922,0,0.00180453959106369
"644","對話",0.000475000316996966,0.000718186516807016,0.000503922720847947,0,0,0.000876709744666922,0.000950900647397025,0.00135340469329777
"645","對象",0.000760000507195146,0.00125682640441228,0.000335948480565298,0,0,0.000876709744666922,0.000950900647397025,0.000451134897765924
"646","敦化",0.00119405517368201,0.000940300168600069,0,0,0,0.000229569979784275,0.00149398299992245,0
"647","燉菜",0.000190000126798787,0.000718186516807016,0.000503922720847947,0,0.00331880471707693,0.000219177436166731,0,0.000451134897765924
"648","燉雞",0.000291076720898652,0.000916873845594834,0,0,0,0.00044770110062048,0.000485587469524607,0.00138226083252795
"649","燉牛肉",0.00116430688359461,0.0005501243073569,0.000857778218023589,0,0,0.0022385055031024,0,0.000921507221685303
"650","燉肉",0.00180500120458847,0.00179546629201754,0.00117581968197854,0,0,0.00175341948933384,0.000475450323698513,0.00360907918212739
"651","多多指教",0.0021456129346645,0.00141047986415721,0.00428860137990141,0.00273989157684333,0,0.00172181099564611,0.00186751795610215,0.000886004783473875
"652","多少錢",0.00177246285907068,0.00158678984717686,0.0032989241383857,0.00410983736526499,0,0.00172181099564611,0.000933758978051074,0.00221501195868469
"653","多義",9.95045978068342e-05,0.00112836020232008,0.000703755708076306,0,0,0.000229569979784275,0,0
